id,user_id,title,description,address,price,distance,apartment_size,room_size,roommates,bathrooms
174,332,Cozy Apartment in City Center,A quiet and peaceful flat ideal for study and relaxation.,"Marktplatz 5, 9000 St. Gallen",1353.61,2.4,4.7,10.2,4,2
175,333,Comfortable and Quiet Flat,A quiet and peaceful flat ideal for study and relaxation.,"Brühlgasse 20, 9000 St. Gallen",1475.31,2.4,3.3,14.9,2,2
176,334,Stylish Shared Apartment,A quiet and peaceful flat ideal for study and relaxation.,"Neugasse 7, 9000 St. Gallen",1796.14,1.4,4.8,11.0,1,2
177,335,Comfortable and Quiet Flat,Affordable option with modern furnishings and great location.,"Rosenbergstrasse 51, 9000 St. Gallen",1375.87,2.1,4.4,14.9,4,1
178,336,Modern and Affordable Flat,"Perfect for students, with all necessary amenities nearby.","Rosenbergstrasse 51, 9000 St. Gallen",1171.87,1.4,4.4,20.6,4,2
179,339,Comfortable and Quiet Flat,"Spacious rooms and modern appliances, perfect for group living.","Gallusstrasse 10, 9000 St. Gallen",1093.8,1.0,2.1,15.5,3,2
180,342,Comfortable and Quiet Flat,Affordable option with modern furnishings and great location.,"Neugasse 7, 9000 St. Gallen",967.59,0.9,2.1,15.9,4,1
181,343,Stylish Shared Apartment,"Shared apartment with friendly roommates, great for networking.","Marktplatz 5, 9000 St. Gallen",1640.87,1.7,4.6,21.1,3,1
182,346,Spacious Flat with Scenic Views,Affordable option with modern furnishings and great location.,"Gallusstrasse 10, 9000 St. Gallen",1268.19,2.2,2.4,19.9,3,2
183,347,Spacious Flat with Scenic Views,"Shared apartment with friendly roommates, great for networking.","Brühlgasse 20, 9000 St. Gallen",956.68,3.0,4.1,17.9,3,1
184,349,Spacious Flat with Scenic Views,"Spacious rooms and modern appliances, perfect for group living.","Gallusstrasse 10, 9000 St. Gallen",1068.44,2.0,2.8,13.3,2,1
185,352,Cozy Apartment in City Center,"Spacious rooms and modern appliances, perfect for group living.","Brühlgasse 20, 9000 St. Gallen",1169.53,0.7,3.3,11.8,2,1
186,357,Cozy Apartment in City Center,"Shared apartment with friendly roommates, great for networking.","Neugasse 7, 9000 St. Gallen",1150.75,2.3,4.6,22.4,3,1
187,358,Spacious Flat with Scenic Views,A quiet and peaceful flat ideal for study and relaxation.,"Rosenbergstrasse 51, 9000 St. Gallen",1011.02,0.6,2.7,17.8,3,1
188,359,Modern and Affordable Flat,"Spacious rooms and modern appliances, perfect for group living.","Neugasse 7, 9000 St. Gallen",1345.1,2.5,4.6,23.0,2,2
189,361,Stylish Shared Apartment,"Perfect for students, with all necessary amenities nearby.","Brühlgasse 20, 9000 St. Gallen",1937.5,1.7,3.7,12.8,2,2
190,362,Comfortable and Quiet Flat,"Shared apartment with friendly roommates, great for networking.","Gallusstrasse 10, 9000 St. Gallen",1970.11,2.3,4.4,20.7,2,2
191,364,Modern and Affordable Flat,"Shared apartment with friendly roommates, great for networking.","Rosenbergstrasse 51, 9000 St. Gallen",1549.02,1.1,2.4,18.4,4,1
192,366,Cozy Apartment in City Center,Affordable option with modern furnishings and great location.,"Neugasse 7, 9000 St. Gallen",1671.54,1.0,2.2,23.9,4,1
193,368,Modern and Affordable Flat,A quiet and peaceful flat ideal for study and relaxation.,"Rosenbergstrasse 51, 9000 St. Gallen",1147.28,0.8,2.8,21.9,1,2
194,369,Cozy Apartment in City Center,Affordable option with modern furnishings and great location.,"Brühlgasse 20, 9000 St. Gallen",1553.38,2.5,3.7,12.4,3,1
195,372,Comfortable and Quiet Flat,"Shared apartment with friendly roommates, great for networking.","Rosenbergstrasse 51, 9000 St. Gallen",1388.55,0.6,4.5,15.2,4,2
196,373,Stylish Shared Apartment,A quiet and peaceful flat ideal for study and relaxation.,"Marktplatz 5, 9000 St. Gallen",1008.38,2.5,4.6,15.6,2,2
197,374,Cozy Apartment in City Center,A quiet and peaceful flat ideal for study and relaxation.,"Brühlgasse 20, 9000 St. Gallen",1031.96,1.4,4.4,21.3,3,2
198,376,Spacious Flat with Scenic Views,"Spacious rooms and modern appliances, perfect for group living.","Marktplatz 5, 9000 St. Gallen",810.82,1.5,3.8,13.6,4,2
199,379,Cozy Apartment in City Center,"Spacious rooms and modern appliances, perfect for group living.","Marktplatz 5, 9000 St. Gallen",1100.79,1.2,2.6,12.4,2,2
200,381,Spacious Flat with Scenic Views,A quiet and peaceful flat ideal for study and relaxation.,"Neugasse 7, 9000 St. Gallen",1878.85,1.1,3.6,18.7,3,2
201,383,Modern and Affordable Flat,"Perfect for students, with all necessary amenities nearby.","Gallusstrasse 10, 9000 St. Gallen",1178.35,1.1,4.5,16.5,4,2
202,384,Cozy Apartment in City Center,"Perfect for students, with all necessary amenities nearby.","Rosenbergstrasse 51, 9000 St. Gallen",1610.67,1.0,4.1,22.0,2,1
203,389,Modern and Affordable Flat,"Spacious rooms and modern appliances, perfect for group living.","Rosenbergstrasse 51, 9000 St. Gallen",1683.93,1.4,4.5,24.9,3,1
204,390,Spacious Flat with Scenic Views,"Perfect for students, with all necessary amenities nearby.","Rosenbergstrasse 51, 9000 St. Gallen",929.37,1.9,2.7,11.7,1,2
205,392,Modern and Affordable Flat,A quiet and peaceful flat ideal for study and relaxation.,"Brühlgasse 20, 9000 St. Gallen",1984.47,0.8,5.0,16.9,1,2
206,393,Comfortable and Quiet Flat,"Spacious rooms and modern appliances, perfect for group living.","Gallusstrasse 10, 9000 St. Gallen",1112.05,1.8,4.2,15.5,3,2
207,395,Spacious Flat with Scenic Views,Affordable option with modern furnishings and great location.,"Rosenbergstrasse 51, 9000 St. Gallen",1213.73,1.4,3.8,14.0,3,2
208,396,Modern and Affordable Flat,A quiet and peaceful flat ideal for study and relaxation.,"Brühlgasse 20, 9000 St. Gallen",1200.94,1.5,4.4,23.8,1,2
209,397,Modern and Affordable Flat,Affordable option with modern furnishings and great location.,"Gallusstrasse 10, 9000 St. Gallen",1675.27,3.0,5.0,18.2,4,2
210,399,Comfortable and Quiet Flat,"Spacious rooms and modern appliances, perfect for group living.","Marktplatz 5, 9000 St. Gallen",1782.15,2.8,2.1,21.9,4,1
211,401,Comfortable and Quiet Flat,"Shared apartment with friendly roommates, great for networking.","Gallusstrasse 10, 9000 St. Gallen",1209.8,2.8,2.5,21.1,3,2
212,402,Modern and Affordable Flat,"Shared apartment with friendly roommates, great for networking.","Neugasse 7, 9000 St. Gallen",1031.81,1.4,3.4,20.0,3,2
213,407,Cozy Apartment in City Center,Affordable option with modern furnishings and great location.,"Rosenbergstrasse 51, 9000 St. Gallen",1585.06,0.8,3.1,18.5,1,1
214,409,Stylish Shared Apartment,A quiet and peaceful flat ideal for study and relaxation.,"Rosenbergstrasse 51, 9000 St. Gallen",1282.45,1.8,4.2,23.0,2,1
215,410,Comfortable and Quiet Flat,A quiet and peaceful flat ideal for study and relaxation.,"Gallusstrasse 10, 9000 St. Gallen",865.17,1.9,3.7,15.4,2,2
216,411,Cozy Apartment in City Center,"Perfect for students, with all necessary amenities nearby.","Brühlgasse 20, 9000 St. Gallen",1384.32,2.2,3.3,22.0,1,2
217,417,Spacious Flat with Scenic Views,"Perfect for students, with all necessary amenities nearby.","Neugasse 7, 9000 St. Gallen",1727.68,1.8,4.3,18.7,3,1
218,420,Spacious Flat with Scenic Views,"Spacious rooms and modern appliances, perfect for group living.","Brühlgasse 20, 9000 St. Gallen",1274.2,2.0,3.7,10.4,2,2
219,425,Modern and Affordable Flat,Affordable option with modern furnishings and great location.,"Neugasse 7, 9000 St. Gallen",1794.9,1.9,3.6,13.2,1,2
220,430,Comfortable and Quiet Flat,A quiet and peaceful flat ideal for study and relaxation.,"Marktplatz 5, 9000 St. Gallen",1707.34,1.1,2.6,18.7,1,1
221,431,Modern and Affordable Flat,"Shared apartment with friendly roommates, great for networking.","Gallusstrasse 10, 9000 St. Gallen",1675.55,0.5,3.2,16.4,3,1
222,436,Comfortable and Quiet Flat,"Shared apartment with friendly roommates, great for networking.","Gallusstrasse 10, 9000 St. Gallen",1090.19,1.2,3.5,15.7,1,1
223,437,Stylish Shared Apartment,Affordable option with modern furnishings and great location.,"Marktplatz 5, 9000 St. Gallen",1824.34,2.8,4.3,16.0,4,1
224,439,Spacious Flat with Scenic Views,Affordable option with modern furnishings and great location.,"Marktplatz 5, 9000 St. Gallen",1994.89,1.0,2.5,15.7,1,2
225,440,Spacious Flat with Scenic Views,"Perfect for students, with all necessary amenities nearby.","Gallusstrasse 10, 9000 St. Gallen",1414.52,1.8,2.9,16.6,4,2
226,441,Modern and Affordable Flat,Affordable option with modern furnishings and great location.,"Gallusstrasse 10, 9000 St. Gallen",1410.16,1.7,4.0,23.8,2,1
227,442,Spacious Flat with Scenic Views,A quiet and peaceful flat ideal for study and relaxation.,"Brühlgasse 20, 9000 St. Gallen",1245.23,1.8,4.7,14.7,1,2
228,444,Comfortable and Quiet Flat,"Perfect for students, with all necessary amenities nearby.","Marktplatz 5, 9000 St. Gallen",1539.21,1.0,2.1,11.2,4,2
229,447,Comfortable and Quiet Flat,"Perfect for students, with all necessary amenities nearby.","Rosenbergstrasse 51, 9000 St. Gallen",1240.56,1.6,2.8,20.2,1,1
230,448,Comfortable and Quiet Flat,Affordable option with modern furnishings and great location.,"Marktplatz 5, 9000 St. Gallen",1454.33,1.6,3.3,24.6,2,1
231,451,Comfortable and Quiet Flat,"Spacious rooms and modern appliances, perfect for group living.","Gallusstrasse 10, 9000 St. Gallen",1702.83,1.5,2.0,24.6,3,2
232,453,Stylish Shared Apartment,"Perfect for students, with all necessary amenities nearby.","Brühlgasse 20, 9000 St. Gallen",820.49,1.2,3.7,15.5,1,1
233,455,Stylish Shared Apartment,"Spacious rooms and modern appliances, perfect for group living.","Rosenbergstrasse 51, 9000 St. Gallen",1354.77,2.4,3.7,24.2,1,1
234,456,Modern and Affordable Flat,"Perfect for students, with all necessary amenities nearby.","Brühlgasse 20, 9000 St. Gallen",1923.93,2.7,4.6,24.5,1,2
235,457,Spacious Flat with Scenic Views,A quiet and peaceful flat ideal for study and relaxation.,"Brühlgasse 20, 9000 St. Gallen",1200.51,0.6,3.6,13.4,4,1
236,461,Spacious Flat with Scenic Views,A quiet and peaceful flat ideal for study and relaxation.,"Neugasse 7, 9000 St. Gallen",1304.88,0.8,2.3,17.7,3,1
237,462,Comfortable and Quiet Flat,A quiet and peaceful flat ideal for study and relaxation.,"Brühlgasse 20, 9000 St. Gallen",1400.4,1.4,2.1,10.0,2,2
238,464,Cozy Apartment in City Center,A quiet and peaceful flat ideal for study and relaxation.,"Rosenbergstrasse 51, 9000 St. Gallen",1535.96,1.5,2.2,23.0,1,2
239,465,Stylish Shared Apartment,"Spacious rooms and modern appliances, perfect for group living.","Marktplatz 5, 9000 St. Gallen",1721.13,1.6,4.0,18.2,4,1
240,466,Spacious Flat with Scenic Views,Affordable option with modern furnishings and great location.,"Brühlgasse 20, 9000 St. Gallen",1838.01,1.8,3.6,17.1,3,2
241,469,Cozy Apartment in City Center,"Perfect for students, with all necessary amenities nearby.","Rosenbergstrasse 51, 9000 St. Gallen",1899.66,1.3,4.8,16.9,2,2
242,470,Comfortable and Quiet Flat,"Shared apartment with friendly roommates, great for networking.","Marktplatz 5, 9000 St. Gallen",1857.34,1.9,2.1,25.0,1,2
243,472,Cozy Apartment in City Center,A quiet and peaceful flat ideal for study and relaxation.,"Marktplatz 5, 9000 St. Gallen",1468.15,0.9,4.8,15.8,2,2
244,475,Spacious Flat with Scenic Views,Affordable option with modern furnishings and great location.,"Brühlgasse 20, 9000 St. Gallen",972.15,2.7,3.5,12.3,4,2
245,477,Cozy Apartment in City Center,"Perfect for students, with all necessary amenities nearby.","Marktplatz 5, 9000 St. Gallen",1044.94,2.5,2.5,13.8,3,1
246,480,Cozy Apartment in City Center,A quiet and peaceful flat ideal for study and relaxation.,"Neugasse 7, 9000 St. Gallen",1241.53,2.4,4.9,15.8,1,1
247,482,Stylish Shared Apartment,"Spacious rooms and modern appliances, perfect for group living.","Marktplatz 5, 9000 St. Gallen",818.43,0.7,3.8,22.8,1,1
248,485,Comfortable and Quiet Flat,"Shared apartment with friendly roommates, great for networking.","Gallusstrasse 10, 9000 St. Gallen",1602.92,1.1,4.6,16.0,4,2
249,486,Modern and Affordable Flat,"Perfect for students, with all necessary amenities nearby.","Gallusstrasse 10, 9000 St. Gallen",1218.66,1.6,2.8,14.5,1,1
250,487,Comfortable and Quiet Flat,"Perfect for students, with all necessary amenities nearby.","Neugasse 7, 9000 St. Gallen",1114.94,1.0,3.2,16.5,2,1
251,489,Stylish Shared Apartment,Affordable option with modern furnishings and great location.,"Marktplatz 5, 9000 St. Gallen",1124.33,2.2,4.5,14.9,2,2
252,490,Cozy Apartment in City Center,"Spacious rooms and modern appliances, perfect for group living.","Neugasse 7, 9000 St. Gallen",1023.3,2.3,3.8,22.5,3,1
253,492,Modern and Affordable Flat,"Shared apartment with friendly roommates, great for networking.","Neugasse 7, 9000 St. Gallen",1609.83,0.7,2.5,20.9,3,1
254,493,Spacious Flat with Scenic Views,Affordable option with modern furnishings and great location.,"Brühlgasse 20, 9000 St. Gallen",1050.6,1.1,4.2,18.7,1,1
255,495,Modern and Affordable Flat,"Spacious rooms and modern appliances, perfect for group living.","Gallusstrasse 10, 9000 St. Gallen",1001.05,1.7,4.8,14.9,3,1
256,496,Modern and Affordable Flat,Affordable option with modern furnishings and great location.,"Marktplatz 5, 9000 St. Gallen",1086.61,1.3,3.8,14.2,1,2
257,499,Cozy Apartment in City Center,"Shared apartment with friendly roommates, great for networking.","Neugasse 7, 9000 St. Gallen",1896.93,2.1,3.9,12.7,2,2
